stmt_ref,booking_date,tx_val,description,ext_memo,unit
B4494,2025-11-15,"₹ 130,428.00",Flipkart,BANK-ONLY-REF-887,INR
B4495,2025-10-11,"₹ 136,490.00",BigBasket,BANK-ONLY-REF-633,INR
B4496,2025-11-08,"₹ 149,424.00",Reliance Mart,BANK-ONLY-REF-848,INR
B4497,2025-10-15,"₹ 133,137.00",Zomato,BANK-ONLY-REF-784,INR
B4498,2025-11-23,"₹ 94,355.00",Google Play,BANK-ONLY-REF-974,INR
B4499,2025-10-31,"₹ 141,438.00",IndiGo,BANK-ONLY-REF-561,INR
B4500,2025-11-19,"₹ 133,016.00",IndiGo,BANK-ONLY-REF-300,INR
B4501,2025-10-19,"₹ 123,601.00",IndiGo,BANK-ONLY-REF-545,INR
B4502,2025-11-24,"₹ 92,417.00",Reliance Mart,BANK-ONLY-REF-254,INR
B4503,2025-11-25,"₹ 101,267.00",IndiGo,BANK-ONLY-REF-366,INR
B4504,2025-11-17,"₹ 138,915.00",Air India,BANK-ONLY-REF-163,INR
B4505,2025-10-13,"₹ 92,440.00",Air India,BANK-ONLY-REF-856,INR
B4506,2025-11-26,"₹ 124,676.00",Ola,BANK-ONLY-REF-417,INR
B4507,2025-11-12,"₹ 137,647.00",MakeMyTrip,BANK-ONLY-REF-226,INR
B4508,2025-11-25,"₹ 109,428.00",IndiGo,BANK-ONLY-REF-158,INR
B4509,2025-10-31,"₹ 118,848.00",Amazon India,BANK-ONLY-REF-793,INR
B4510,2025-11-24,"₹ 96,081.00",Reliance Mart,BANK-ONLY-REF-417,INR
B4511,2025-11-13,"₹ 108,574.00",Myntra,BANK-ONLY-REF-575,INR
B4512,2025-10-29,"₹ 122,394.00",Reliance Mart,BANK-ONLY-REF-943,INR
B4513,2025-10-14,"₹ 111,556.00",BigBasket,BANK-ONLY-REF-622,INR
B4514,2025-11-08,"₹ 136,652.00",Swiggy,BANK-ONLY-REF-424,INR
B4515,2025-10-11,"₹ 95,930.00",Myntra,BANK-ONLY-REF-601,INR
B4516,2025-11-07,"₹ 107,525.00",Amazon India,BANK-ONLY-REF-336,INR
B4517,2025-10-25,"₹ 140,614.00",Apple Store,BANK-ONLY-REF-758,INR
B4518,2025-11-30,"₹ 108,727.00",BookMyShow,BANK-ONLY-REF-166,INR
B4519,2025-10-23,"₹ 105,066.00",Paytm Mall,BANK-ONLY-REF-871,INR
B4520,2025-10-01,"₹ 132,407.00",Uber,BANK-ONLY-REF-910,INR
B4521,2025-10-09,"₹ 145,008.00",IndiGo,BANK-ONLY-REF-119,INR
B4522,2025-11-30,"₹ 119,233.00",Paytm Mall,BANK-ONLY-REF-690,INR
B4523,2025-11-21,"₹ 106,344.00",Myntra,BANK-ONLY-REF-809,INR
B4524,2025-10-26,"₹ 104,234.00",MakeMyTrip,BANK-ONLY-REF-423,INR
B4525,2025-11-11,"₹ 126,965.00",DMart,BANK-ONLY-REF-525,INR
B4526,2025-10-02,"₹ 106,809.00",Amazon India,BANK-ONLY-REF-418,INR
B4527,2025-10-31,"₹ 94,724.00",IRCTC,BANK-ONLY-REF-207,INR
B4528,2025-11-15,"₹ 114,377.00",Apple Store,BANK-ONLY-REF-400,INR
B4529,2025-10-11,"₹ 125,875.00",Air India,BANK-ONLY-REF-821,INR
B4530,2025-11-15,"₹ 134,240.00",Amazon India,BANK-ONLY-REF-583,INR
B4531,2025-11-09,"₹ 125,192.00",Zomato,BANK-ONLY-REF-651,INR
B4532,2025-10-15,"₹ 127,759.00",Reliance Mart,BANK-ONLY-REF-838,INR
B4533,2025-11-28,"₹ 121,035.00",BigBasket,BANK-ONLY-REF-135,INR
B4534,2025-11-20,"₹ 129,135.00",Apple Store,BANK-ONLY-REF-678,INR
B4535,2025-11-08,"₹ 127,169.00",IRCTC,BANK-ONLY-REF-396,INR
B4536,2025-10-06,"₹ 142,120.00",MakeMyTrip,BANK-ONLY-REF-469,INR
B4537,2025-10-10,"₹ 130,131.00",Reliance Mart,BANK-ONLY-REF-760,INR
B4538,2025-10-17,"₹ 122,514.00",Google Play,BANK-ONLY-REF-123,INR
B4539,2025-11-22,"₹ 98,989.00",Ola,BANK-ONLY-REF-497,INR
B4540,2025-11-10,"₹ 115,773.00",BigBasket,BANK-ONLY-REF-940,INR
B4541,2025-11-20,"₹ 111,813.00",Spotify,BANK-ONLY-REF-814,INR
B4542,2025-11-07,"₹ 146,333.00",IndiGo,BANK-ONLY-REF-888,INR
B4543,2025-10-02,"₹ 138,118.00",IRCTC,BANK-ONLY-REF-472,INR
B4544,2025-10-17,"₹ 145,146.00",Amazon India,BANK-ONLY-REF-556,INR
B4545,2025-10-25,"₹ 126,724.00",Swiggy,BANK-ONLY-REF-423,INR
B4546,2025-11-14,"₹ 94,363.00",IndiGo,BANK-ONLY-REF-546,INR
B4547,2025-10-27,"₹ 131,313.00",BigBasket,BANK-ONLY-REF-490,INR
B4548,2025-10-10,"₹ 141,857.00",Air India,BANK-ONLY-REF-331,INR
B4549,2025-11-14,"₹ 115,521.00",Ola,BANK-ONLY-REF-892,INR
B4550,2025-11-13,"₹ 91,650.00",BookMyShow,BANK-ONLY-REF-646,INR
B4551,2025-10-06,"₹ 135,790.00",Amazon India,BANK-ONLY-REF-920,INR
B4552,2025-11-27,"₹ 119,465.00",MakeMyTrip,BANK-ONLY-REF-540,INR
B4553,2025-10-12,"₹ 105,949.00",Apple Store,BANK-ONLY-REF-575,INR
B4554,2025-11-23,"₹ 122,581.00",DMart,BANK-ONLY-REF-459,INR
B4555,2025-10-13,"₹ 98,280.00",MakeMyTrip,BANK-ONLY-REF-353,INR
B4556,2025-11-29,"₹ 141,233.00",Flipkart,BANK-ONLY-REF-223,INR
B4557,2025-10-19,"₹ 135,163.00",Spotify,BANK-ONLY-REF-366,INR
B4558,2025-10-01,"₹ 124,421.00",IndiGo,BANK-ONLY-REF-269,INR
B4559,2025-10-23,"₹ 115,160.00",Myntra,BANK-ONLY-REF-374,INR
B4560,2025-11-09,"₹ 146,674.00",DMart,BANK-ONLY-REF-363,INR
B4561,2025-10-09,"₹ 117,717.00",Amazon India,BANK-ONLY-REF-425,INR
B4562,2025-10-27,"₹ 96,890.00",Air India,BANK-ONLY-REF-774,INR
B4563,2025-10-16,"₹ 123,021.00",Amazon India,BANK-ONLY-REF-349,INR
B4564,2025-10-21,"₹ 148,490.00",IRCTC,BANK-ONLY-REF-900,INR
B4565,2025-10-13,"₹ 96,195.00",Netflix,BANK-ONLY-REF-811,INR
B4566,2025-10-10,"₹ 118,186.00",Air India,BANK-ONLY-REF-514,INR
B4567,2025-10-09,"₹ 111,859.00",Flipkart,BANK-ONLY-REF-145,INR
B4568,2025-10-04,"₹ 112,130.00",Flipkart,BANK-ONLY-REF-482,INR
B4569,2025-11-02,"₹ 104,163.00",Amazon India,BANK-ONLY-REF-350,INR
B4570,2025-10-14,"₹ 107,649.00",Swiggy,BANK-ONLY-REF-386,INR
B4571,2025-10-04,"₹ 128,602.00",Paytm Mall,BANK-ONLY-REF-586,INR
B4572,2025-11-05,"₹ 108,714.00",Amazon India,BANK-ONLY-REF-679,INR
B4573,2025-11-18,"₹ 116,204.00",Swiggy,BANK-ONLY-REF-833,INR
B4574,2025-11-03,"₹ 121,223.00",BigBasket,BANK-ONLY-REF-465,INR
B4575,2025-10-02,"₹ 133,640.00",Netflix,BANK-ONLY-REF-984,INR
B4576,2025-10-30,"₹ 148,827.00",Spotify,BANK-ONLY-REF-360,INR
B4577,2025-11-03,"₹ 113,620.00",Uber,BANK-ONLY-REF-766,INR
B4578,2025-10-23,"₹ 101,484.00",Netflix,BANK-ONLY-REF-825,INR
B4579,2025-11-30,"₹ 91,988.00",Google Play,BANK-ONLY-REF-296,INR
B4580,2025-11-19,"₹ 121,999.00",BookMyShow,BANK-ONLY-REF-627,INR
B4581,2025-11-24,"₹ 127,784.00",Amazon India,BANK-ONLY-REF-557,INR
B4582,2025-10-25,"₹ 97,797.00",Swiggy,BANK-ONLY-REF-153,INR
B4583,2025-11-15,"₹ 112,887.00",MakeMyTrip,BANK-ONLY-REF-907,INR
B4584,2025-10-13,"₹ 97,504.00",Myntra,BANK-ONLY-REF-989,INR
B4585,2025-11-14,"₹ 111,455.00",BookMyShow,BANK-ONLY-REF-906,INR
B4586,2025-11-11,"₹ 128,861.00",MakeMyTrip,BANK-ONLY-REF-102,INR
B4587,2025-11-16,"₹ 142,053.00",Amazon India,BANK-ONLY-REF-339,INR
B4588,2025-11-24,"₹ 92,201.00",Swiggy,BANK-ONLY-REF-247,INR
B4589,2025-10-16,"₹ 143,755.00",Google Play,BANK-ONLY-REF-811,INR
B4590,2025-11-07,"₹ 115,152.00",Amazon India,BANK-ONLY-REF-108,INR
B4591,2025-11-06,"₹ 124,910.00",Apple Store,BANK-ONLY-REF-876,INR
B4592,2025-11-05,"₹ 145,647.00",Swiggy,BANK-ONLY-REF-245,INR
B4593,2025-11-18,"₹ 140,437.00",Paytm Mall,BANK-ONLY-REF-328,INR
B4594,2025-11-24,"₹ 122,386.00",Reliance Mart,BANK-ONLY-REF-857,INR
B4595,2025-10-01,"₹ 144,632.00",Flipkart,BANK-ONLY-REF-519,INR
B4596,2025-11-23,"₹ 145,528.00",Spotify,BANK-ONLY-REF-319,INR
B4597,2025-11-21,"₹ 103,484.00",BigBasket,BANK-ONLY-REF-845,INR
B4598,2025-10-22,"₹ 114,134.00",IndiGo,BANK-ONLY-REF-878,INR
B4599,2025-11-02,"₹ 132,551.00",Amazon India,BANK-ONLY-REF-211,INR
B4600,2025-10-24,"₹ 134,767.00",Ola,BANK-ONLY-REF-442,INR
B4601,2025-11-19,"₹ 117,948.00",Reliance Mart,BANK-ONLY-REF-217,INR
B4602,2025-11-19,"₹ 122,667.00",Google Play,BANK-ONLY-REF-696,INR
B4603,2025-10-12,"₹ 116,603.00",Paytm Mall,BANK-ONLY-REF-929,INR
B4604,2025-10-30,"₹ 135,742.00",Paytm Mall,BANK-ONLY-REF-836,INR
B4605,2025-11-28,"₹ 109,484.00",MakeMyTrip,BANK-ONLY-REF-743,INR
B4606,2025-10-04,"₹ 95,666.00",Apple Store,BANK-ONLY-REF-800,INR
B4607,2025-11-10,"₹ 149,228.00",Zomato,BANK-ONLY-REF-299,INR
B4608,2025-10-04,"₹ 111,677.00",Flipkart,BANK-ONLY-REF-275,INR
B4609,2025-11-24,"₹ 98,954.00",Swiggy,BANK-ONLY-REF-431,INR
B4610,2025-10-22,"₹ 104,632.00",Myntra,BANK-ONLY-REF-980,INR
B4611,2025-11-27,"₹ 143,297.00",Flipkart,BANK-ONLY-REF-233,INR
B4612,2025-10-03,"₹ 130,678.00",Reliance Mart,BANK-ONLY-REF-909,INR
B4613,2025-10-01,"₹ 131,825.00",Paytm Mall,BANK-ONLY-REF-833,INR
B4614,2025-10-10,"₹ 106,223.00",IRCTC,BANK-ONLY-REF-201,INR
B4615,2025-10-16,"₹ 135,106.00",Swiggy,BANK-ONLY-REF-111,INR
B4616,2025-10-21,"₹ 109,756.00",Apple Store,BANK-ONLY-REF-552,INR
B4617,2025-10-29,"₹ 110,407.00",DMart,BANK-ONLY-REF-268,INR
B4618,2025-10-03,"₹ 146,319.00",Zomato,BANK-ONLY-REF-188,INR
B4619,2025-11-09,"₹ 110,059.00",Swiggy,BANK-ONLY-REF-648,INR
B4620,2025-10-22,"₹ 132,958.00",Reliance Mart,BANK-ONLY-REF-289,INR
B4621,2025-11-25,"₹ 124,545.00",BookMyShow,BANK-ONLY-REF-264,INR
B4622,2025-11-03,"₹ 104,003.00",Apple Store,BANK-ONLY-REF-143,INR
B4623,2025-10-13,"₹ 92,436.00",Myntra,BANK-ONLY-REF-491,INR
B4624,2025-10-29,"₹ 110,587.00",Netflix,BANK-ONLY-REF-991,INR
B4625,2025-10-31,"₹ 100,298.00",Zomato,BANK-ONLY-REF-612,INR
B4626,2025-11-26,"₹ 98,390.00",Netflix,BANK-ONLY-REF-462,INR
B4627,2025-11-05,"₹ 143,254.00",Spotify,BANK-ONLY-REF-523,INR
B4628,2025-10-04,"₹ 132,358.00",IndiGo,BANK-ONLY-REF-370,INR
B4629,2025-10-09,"₹ 125,352.00",Uber,BANK-ONLY-REF-478,INR
B4630,2025-11-23,"₹ 91,460.00",IRCTC,BANK-ONLY-REF-339,INR
B4631,2025-10-23,"₹ 92,259.00",Myntra,BANK-ONLY-REF-301,INR
B4632,2025-10-27,"₹ 143,139.00",Zomato,BANK-ONLY-REF-151,INR
B4633,2025-11-30,"₹ 137,024.00",Spotify,BANK-ONLY-REF-209,INR
B4634,2025-10-28,"₹ 130,704.00",BookMyShow,BANK-ONLY-REF-265,INR
B4635,2025-11-24,"₹ 112,484.00",Netflix,BANK-ONLY-REF-446,INR
B4636,2025-11-08,"₹ 144,842.00",Swiggy,BANK-ONLY-REF-765,INR
B4637,2025-10-07,"₹ 138,321.00",Uber,BANK-ONLY-REF-449,INR
B4638,2025-11-18,"₹ 109,126.00",Swiggy,BANK-ONLY-REF-618,INR
B4639,2025-11-27,"₹ 137,918.00",Amazon India,BANK-ONLY-REF-653,INR
B4640,2025-11-02,"₹ 123,002.00",MakeMyTrip,BANK-ONLY-REF-217,INR
B4641,2025-11-15,"₹ 121,244.00",Amazon India,BANK-ONLY-REF-415,INR
B4642,2025-11-12,"₹ 145,623.00",IndiGo,BANK-ONLY-REF-587,INR
B4643,2025-10-05,"₹ 134,512.00",MakeMyTrip,BANK-ONLY-REF-768,INR
B4644,2025-11-29,"₹ 97,822.00",Google Play,BANK-ONLY-REF-225,INR
B4645,2025-10-23,"₹ 101,900.00",Paytm Mall,BANK-ONLY-REF-122,INR
B4646,2025-11-08,"₹ 111,429.00",Zomato,BANK-ONLY-REF-831,INR
B4647,2025-10-17,"₹ 140,264.00",BookMyShow,BANK-ONLY-REF-293,INR
B4648,2025-10-14,"₹ 94,936.00",IRCTC,BANK-ONLY-REF-570,INR
B4649,2025-11-05,"₹ 146,228.00",Myntra,BANK-ONLY-REF-968,INR
B4650,2025-11-04,"₹ 135,299.00",MakeMyTrip,BANK-ONLY-REF-134,INR
B4651,2025-10-03,"₹ 142,053.00",Myntra,BANK-ONLY-REF-235,INR
B4652,2025-10-04,"₹ 145,225.00",DMart,BANK-ONLY-REF-281,INR
B4653,2025-11-23,"₹ 106,963.00",Reliance Mart,BANK-ONLY-REF-465,INR
B4654,2025-11-29,"₹ 138,831.00",Flipkart,BANK-ONLY-REF-113,INR
B4655,2025-11-10,"₹ 109,981.00",BigBasket,BANK-ONLY-REF-468,INR
B4656,2025-10-30,"₹ 127,289.00",Spotify,BANK-ONLY-REF-489,INR
B4657,2025-10-10,"₹ 97,200.00",Reliance Mart,BANK-ONLY-REF-438,INR
B4658,2025-11-03,"₹ 107,713.00",BookMyShow,BANK-ONLY-REF-562,INR
B4659,2025-10-15,"₹ 128,606.00",Google Play,BANK-ONLY-REF-169,INR
B4660,2025-11-06,"₹ 144,813.00",BigBasket,BANK-ONLY-REF-265,INR
B4661,2025-11-28,"₹ 110,114.00",Uber,BANK-ONLY-REF-790,INR
B4662,2025-10-15,"₹ 128,150.00",Paytm Mall,BANK-ONLY-REF-241,INR
B4663,2025-11-26,"₹ 90,688.00",Air India,BANK-ONLY-REF-119,INR
B4664,2025-11-02,"₹ 147,465.00",Swiggy,BANK-ONLY-REF-912,INR
B4665,2025-10-03,"₹ 94,736.00",DMart,BANK-ONLY-REF-939,INR
B4666,2025-11-11,"₹ 110,874.00",Air India,BANK-ONLY-REF-629,INR
B4667,2025-11-27,"₹ 139,391.00",Amazon India,BANK-ONLY-REF-321,INR
B4668,2025-11-26,"₹ 109,389.00",BookMyShow,BANK-ONLY-REF-726,INR
B4669,2025-10-12,"₹ 123,313.00",Air India,BANK-ONLY-REF-703,INR
B4670,2025-11-04,"₹ 145,682.00",Zomato,BANK-ONLY-REF-369,INR
B4671,2025-11-12,"₹ 119,909.00",DMart,BANK-ONLY-REF-657,INR
B4672,2025-11-06,"₹ 130,061.00",Swiggy,BANK-ONLY-REF-944,INR
B4673,2025-11-01,"₹ 117,124.00",IRCTC,BANK-ONLY-REF-249,INR
B4674,2025-10-02,"₹ 120,882.00",Zomato,BANK-ONLY-REF-551,INR
B4675,2025-11-20,"₹ 106,270.00",Google Play,BANK-ONLY-REF-381,INR
B4676,2025-11-03,"₹ 119,163.00",MakeMyTrip,BANK-ONLY-REF-785,INR
B4677,2025-10-12,"₹ 96,723.00",Air India,BANK-ONLY-REF-778,INR
B4678,2025-10-23,"₹ 129,772.00",Uber,BANK-ONLY-REF-346,INR
B4679,2025-10-04,"₹ 141,359.00",Reliance Mart,BANK-ONLY-REF-916,INR
B4680,2025-10-07,"₹ 101,677.00",Netflix,BANK-ONLY-REF-562,INR
B4681,2025-11-29,"₹ 118,629.00",Amazon India,BANK-ONLY-REF-548,INR
B4682,2025-11-18,"₹ 93,019.00",Uber,BANK-ONLY-REF-264,INR
B4683,2025-11-10,"₹ 92,388.00",IndiGo,BANK-ONLY-REF-233,INR
B4684,2025-11-22,"₹ 123,417.00",Ola,BANK-ONLY-REF-988,INR
B4685,2025-10-04,"₹ 136,801.00",Reliance Mart,BANK-ONLY-REF-818,INR
B4686,2025-11-09,"₹ 103,752.00",Amazon India,BANK-ONLY-REF-223,INR
B4687,2025-11-15,"₹ 90,365.00",MakeMyTrip,BANK-ONLY-REF-464,INR
B4688,2025-10-27,"₹ 123,041.00",DMart,BANK-ONLY-REF-985,INR
B4689,2025-11-11,"₹ 102,652.00",Flipkart,BANK-ONLY-REF-475,INR
B4690,2025-10-31,"₹ 135,104.00",Uber,BANK-ONLY-REF-124,INR
B4691,2025-11-06,"₹ 94,287.00",BigBasket,BANK-ONLY-REF-548,INR
B4692,2025-11-03,"₹ 149,521.00",BookMyShow,BANK-ONLY-REF-656,INR
B4693,2025-11-24,"₹ 148,159.00",BigBasket,BANK-ONLY-REF-101,INR
B4694,2025-10-07,"₹ 97,144.00",Google Play,BANK-ONLY-REF-382,INR
B4695,2025-10-18,"₹ 127,262.00",Uber,BANK-ONLY-REF-539,INR
B4696,2025-10-16,"₹ 107,556.00",Amazon India,BANK-ONLY-REF-574,INR
B4697,2025-10-26,"₹ 143,176.00",Swiggy,BANK-ONLY-REF-555,INR
B4698,2025-11-26,"₹ 148,521.00",Apple Store,BANK-ONLY-REF-656,INR
B4699,2025-11-22,"₹ 98,263.00",BigBasket,BANK-ONLY-REF-480,INR
B4700,2025-11-17,"₹ 113,215.00",Myntra,BANK-ONLY-REF-644,INR
B4701,2025-10-30,"₹ 127,395.00",Myntra,BANK-ONLY-REF-330,INR
B4702,2025-10-04,"₹ 119,946.00",IndiGo,BANK-ONLY-REF-104,INR
B4703,2025-11-22,"₹ 135,349.00",Ola,BANK-ONLY-REF-911,INR
B4704,2025-10-18,"₹ 110,830.00",Spotify,BANK-ONLY-REF-381,INR
B4705,2025-10-28,"₹ 111,498.00",IndiGo,BANK-ONLY-REF-677,INR
B4706,2025-10-22,"₹ 148,678.00",Swiggy,BANK-ONLY-REF-845,INR
B4707,2025-11-22,"₹ 90,389.00",IndiGo,BANK-ONLY-REF-898,INR
B4708,2025-11-14,"₹ 119,828.00",Zomato,BANK-ONLY-REF-591,INR
B4709,2025-10-12,"₹ 139,566.00",Ola,BANK-ONLY-REF-648,INR
B4710,2025-10-06,"₹ 111,383.00",Flipkart,BANK-ONLY-REF-877,INR
B4711,2025-10-28,"₹ 96,982.00",Paytm Mall,BANK-ONLY-REF-261,INR
B4712,2025-11-13,"₹ 148,186.00",Flipkart,BANK-ONLY-REF-133,INR
B4713,2025-11-15,"₹ 132,670.00",Paytm Mall,BANK-ONLY-REF-115,INR
B4714,2025-11-08,"₹ 113,677.00",Uber,BANK-ONLY-REF-915,INR
B4715,2025-11-18,"₹ 114,630.00",Reliance Mart,BANK-ONLY-REF-537,INR
B4716,2025-10-01,"₹ 115,613.00",Myntra,BANK-ONLY-REF-862,INR
B4717,2025-11-07,"₹ 143,293.00",IRCTC,BANK-ONLY-REF-102,INR
B4718,2025-10-17,"₹ 126,793.00",Zomato,BANK-ONLY-REF-304,INR
B4719,2025-11-10,"₹ 101,670.00",BigBasket,BANK-ONLY-REF-702,INR
B4720,2025-11-01,"₹ 129,564.00",IRCTC,BANK-ONLY-REF-775,INR
B4721,2025-10-29,"₹ 139,698.00",Zomato,BANK-ONLY-REF-361,INR
B4722,2025-10-26,"₹ 111,185.00",BookMyShow,BANK-ONLY-REF-677,INR
B4723,2025-10-30,"₹ 125,931.00",Ola,BANK-ONLY-REF-302,INR
B4724,2025-10-31,"₹ 120,125.00",Ola,BANK-ONLY-REF-979,INR
B4725,2025-11-25,"₹ 119,970.00",Netflix,BANK-ONLY-REF-645,INR
B4726,2025-11-29,"₹ 124,683.00",Flipkart,BANK-ONLY-REF-373,INR
B4727,2025-10-08,"₹ 102,007.00",Amazon India,BANK-ONLY-REF-433,INR
B4728,2025-10-30,"₹ 99,635.00",Zomato,BANK-ONLY-REF-220,INR
B4729,2025-11-23,"₹ 91,935.00",Uber,BANK-ONLY-REF-293,INR
B4730,2025-10-31,"₹ 129,319.00",Google Play,BANK-ONLY-REF-586,INR
B4731,2025-11-13,"₹ 115,927.00",Netflix,BANK-ONLY-REF-140,INR
B4732,2025-11-07,"₹ 93,953.00",MakeMyTrip,BANK-ONLY-REF-361,INR
B4733,2025-11-30,"₹ 101,301.00",DMart,BANK-ONLY-REF-475,INR
B4734,2025-10-04,"₹ 110,378.00",Netflix,BANK-ONLY-REF-755,INR
B4735,2025-11-30,"₹ 143,122.00",BigBasket,BANK-ONLY-REF-369,INR
B4736,2025-10-03,"₹ 104,970.00",Flipkart,BANK-ONLY-REF-340,INR
B4737,2025-10-20,"₹ 121,422.00",Myntra,BANK-ONLY-REF-237,INR
B4738,2025-11-22,"₹ 113,167.00",BigBasket,BANK-ONLY-REF-850,INR
B4739,2025-11-01,"₹ 116,328.00",MakeMyTrip,BANK-ONLY-REF-411,INR
B4740,2025-10-25,"₹ 100,951.00",Google Play,BANK-ONLY-REF-273,INR
B4741,2025-10-09,"₹ 130,370.00",Apple Store,BANK-ONLY-REF-558,INR
B4742,2025-11-21,"₹ 136,218.00",Zomato,BANK-ONLY-REF-787,INR
B4743,2025-10-27,"₹ 121,928.00",Zomato,BANK-ONLY-REF-825,INR
B4744,2025-10-19,"₹ 132,799.00",Google Play,BANK-ONLY-REF-447,INR
B4745,2025-11-18,"₹ 96,192.00",IndiGo,BANK-ONLY-REF-923,INR
B4746,2025-10-07,"₹ 130,831.00",Spotify,BANK-ONLY-REF-643,INR
B4747,2025-11-09,"₹ 114,754.00",BigBasket,BANK-ONLY-REF-268,INR
B4748,2025-10-16,"₹ 120,350.00",Flipkart,BANK-ONLY-REF-699,INR
B4749,2025-10-15,"₹ 113,751.00",Air India,BANK-ONLY-REF-447,INR
B4750,2025-10-06,"₹ 99,802.00",Ola,BANK-ONLY-REF-332,INR
B4751,2025-11-03,"₹ 135,773.00",Spotify,BANK-ONLY-REF-820,INR
B4752,2025-10-04,"₹ 117,836.00",Myntra,BANK-ONLY-REF-347,INR
B4753,2025-11-01,"₹ 90,828.00",Uber,BANK-ONLY-REF-202,INR
B4754,2025-10-30,"₹ 135,759.00",Uber,BANK-ONLY-REF-119,INR
B4755,2025-11-18,"₹ 118,403.00",DMart,BANK-ONLY-REF-728,INR
B4756,2025-10-14,"₹ 148,135.00",Netflix,BANK-ONLY-REF-871,INR
B4757,2025-10-25,"₹ 124,055.00",DMart,BANK-ONLY-REF-554,INR
B4758,2025-10-27,"₹ 141,074.00",Swiggy,BANK-ONLY-REF-254,INR
B4759,2025-10-03,"₹ 103,299.00",Reliance Mart,BANK-ONLY-REF-922,INR
B4760,2025-10-31,"₹ 141,639.00",Uber,BANK-ONLY-REF-759,INR
B4761,2025-11-15,"₹ 90,702.00",Paytm Mall,BANK-ONLY-REF-171,INR
B4762,2025-10-18,"₹ 96,646.00",Netflix,BANK-ONLY-REF-225,INR
B4763,2025-10-10,"₹ 141,159.00",BigBasket,BANK-ONLY-REF-524,INR
B4764,2025-10-06,"₹ 107,573.00",Netflix,BANK-ONLY-REF-409,INR
B4765,2025-10-18,"₹ 138,161.00",Ola,BANK-ONLY-REF-499,INR
B4766,2025-10-07,"₹ 137,630.00",Netflix,BANK-ONLY-REF-692,INR
B4767,2025-11-29,"₹ 128,598.00",DMart,BANK-ONLY-REF-342,INR
B4768,2025-10-12,"₹ 102,444.00",Uber,BANK-ONLY-REF-487,INR
B4769,2025-10-19,"₹ 132,093.00",Uber,BANK-ONLY-REF-971,INR
B4770,2025-11-27,"₹ 103,852.00",Uber,BANK-ONLY-REF-861,INR
B4771,2025-10-07,"₹ 126,680.00",Ola,BANK-ONLY-REF-193,INR
B4772,2025-11-25,"₹ 117,601.00",BigBasket,BANK-ONLY-REF-378,INR
B4773,2025-11-30,"₹ 100,351.00",Flipkart,BANK-ONLY-REF-875,INR
B4774,2025-10-06,"₹ 110,620.00",Reliance Mart,BANK-ONLY-REF-860,INR
B4775,2025-10-29,"₹ 122,762.00",Apple Store,BANK-ONLY-REF-764,INR
B4776,2025-11-17,"₹ 132,925.00",Paytm Mall,BANK-ONLY-REF-921,INR
B4777,2025-10-05,"₹ 128,230.00",BookMyShow,BANK-ONLY-REF-667,INR
B4778,2025-10-29,"₹ 146,728.00",Spotify,BANK-ONLY-REF-229,INR
B4779,2025-11-21,"₹ 124,700.00",IndiGo,BANK-ONLY-REF-590,INR
B4780,2025-11-21,"₹ 111,479.00",Paytm Mall,BANK-ONLY-REF-604,INR
B4781,2025-11-12,"₹ 120,168.00",DMart,BANK-ONLY-REF-723,INR
B4782,2025-11-04,"₹ 111,856.00",Uber,BANK-ONLY-REF-959,INR
B4783,2025-11-27,"₹ 125,471.00",Netflix,BANK-ONLY-REF-279,INR
B4784,2025-11-03,"₹ 95,885.00",Uber,BANK-ONLY-REF-982,INR
B4785,2025-10-02,"₹ 115,108.00",Spotify,BANK-ONLY-REF-725,INR
B4786,2025-10-26,"₹ 117,200.00",MakeMyTrip,BANK-ONLY-REF-199,INR
B4787,2025-11-02,"₹ 99,920.00",BigBasket,BANK-ONLY-REF-402,INR
B4788,2025-10-27,"₹ 148,063.00",Netflix,BANK-ONLY-REF-292,INR
B4789,2025-10-24,"₹ 110,095.00",Apple Store,BANK-ONLY-REF-208,INR
B4790,2025-11-11,"₹ 149,600.00",Paytm Mall,BANK-ONLY-REF-633,INR
B4791,2025-10-18,"₹ 141,626.00",Ola,BANK-ONLY-REF-804,INR
B4792,2025-11-13,"₹ 120,546.00",Swiggy,BANK-ONLY-REF-694,INR
B4793,2025-10-31,"₹ 131,701.00",Swiggy,BANK-ONLY-REF-973,INR
B4794,2025-11-22,"₹ 111,193.00",Amazon India,BANK-ONLY-REF-440,INR
B4795,2025-10-23,"₹ 136,939.00",Flipkart,BANK-ONLY-REF-886,INR
B4796,2025-10-21,"₹ 129,644.00",Paytm Mall,BANK-ONLY-REF-951,INR
B4797,2025-11-30,"₹ 122,971.00",DMart,BANK-ONLY-REF-654,INR
B4798,2025-11-16,"₹ 130,509.00",Ola,BANK-ONLY-REF-119,INR
B4799,2025-11-27,"₹ 93,191.00",Flipkart,BANK-ONLY-REF-815,INR
B4800,2025-11-28,"₹ 98,804.00",Google Play,BANK-ONLY-REF-494,INR
B4801,2025-10-19,"₹ 143,694.00",Apple Store,BANK-ONLY-REF-106,INR
B4802,2025-10-24,"₹ 140,213.00",Uber,BANK-ONLY-REF-950,INR
B4803,2025-10-31,"₹ 103,597.00",IndiGo,BANK-ONLY-REF-961,INR
B4804,2025-11-26,"₹ 118,758.00",DMart,BANK-ONLY-REF-273,INR
